Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,409.94823545500003,1.4066311950000001,409.673891572,1.268556886,99.93307840862016,90.18404330212512,1,291
12,409.008990923,1.402452838,408.620355136,1.266217259,99.90498111395473,90.28590656964394,2,291
19,407.618904386,1.397089143,407.236589917,1.262999955,99.90620786600272,90.40224536337979,3,291
26,406.266553832,1.3920303459999999,405.92175837099995,1.259734845,99.91513072938251,90.49622004432942,4,291
33,404.965486738,1.38727058,404.586660924,1.256175247,99.90645479024609,90.5501251961964,5,291
40,403.74294341399997,1.382897992,403.370852356,1.252767748,99.90783961328125,90.5900330499576,6,291
47,402.681972365,1.379106365,402.335880794,1.250021875,99.91405337344322,90.63999026645055,7,291
54,401.654503986,1.375616275,401.414312152,1.247303915,99.94019939235926,90.67237264258159,8,291
61,400.738638614,1.37234236,400.402084372,1.244610168,99.91601652309744,90.69239602864113,9,291
68,399.97856043300004,1.369711637,399.57784879099995,1.242225986,99.89981671978461,90.69251895390008,10,291
75,399.152174183,1.366712346,398.690971757,1.239623843,99.8844544873283,90.70115204768919,11,291
82,398.349827879,1.363697148,398.02995897200003,1.2379081669999998,99.91970150741545,90.77588589339778,12,291
89,397.57463161299995,1.3609184029999999,397.276374146,1.235746475,99.92498076001735,90.80239287498269,13,291
96,396.891870691,1.358731104,396.566663884,1.233408427,99.91806161047495,90.77649163759777,14,291
103,396.247686697,1.356460984,395.896693208,1.231397077,99.91142068438916,90.78013238307783,15,291
110,395.51053139,1.3537501829999998,395.219989911,1.229558244,99.92654014092143,90.82608146173747,16,291
117,394.90381316900005,1.35162774,394.622496618,1.227674579,99.9287632730759,90.8293417387246,17,291
124,394.323180034,1.3494989480000001,393.94413199400003,1.22566779,99.90387376162687,90.82391592942537,18,291
131,393.76143757100004,1.3476650909999999,393.37705967899996,1.223837961,99.90238305346222,90.81172831240163,19,291
138,393.18542516499997,1.3455470950000001,392.90401579,1.22239094,99.92842832999675,90.84713158999462,20,291
145,392.550001756,1.343689368,392.257302615,1.22023383,99.9254364693184,90.81219655821523,21,291
152,391.872637655,1.341329164,391.573448769,1.21803313,99.92365149866284,90.80792117929376,22,291
159,391.25118006400004,1.3391124509999999,390.96440672700004,1.216181652,99.92670352151958,90.81997938946802,23,291
166,390.686505323,1.33722982,390.327933204,1.214079495,99.90821998863166,90.79063874001854,24,291
173,390.043617499,1.3349759060000002,389.662538537,1.212030106,99.90229837256574,90.79041056490797,25,291
180,389.05807222400006,1.331212568,389.151347723,1.210424005,100.02397469829292,90.92642558344596,26,291
187,388.48623104300003,1.329295019,388.54603905700003,1.208477447,100.01539514382259,90.91115438836982,27,291
194,388.133166727,1.329235188,387.830234084,1.2056389220000001,99.92195136386964,90.70170071362872,28,291
201,387.532867042,1.326546777,387.10789974200003,1.2038548619999998,99.8903403204885,90.75102988245396,29,291
208,386.893152457,1.324336001,386.472633584,1.2017587840000001,99.89130878374831,90.74425093726649,30,291
215,386.27664833,1.322247008,385.952868686,1.2000693500000001,99.91617933794346,90.75984613610109,31,291
222,385.656960363,1.32014096,385.355449143,1.198119365,99.9218188050551,90.75692682090555,32,291
229,385.032487634,1.31809234,384.73937480499995,1.196048081,99.92387322150367,90.74084149521725,33,291
236,384.362895248,1.3159010690000001,384.05351905699996,1.193760141,99.91950935045372,90.71807669456342,34,291
243,383.663773687,1.313531628,383.370535604,1.191477032,99.92356899370978,90.70790581679088,35,291
250,382.99053905700003,1.311151001,382.615375073,1.189284182,99.90204353743991,90.70535591193892,36,291
257,382.281156226,1.3088609599999999,382.02525039799997,1.1871990060000002,99.93305821544372,90.70474575083975,37,291
