Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,425.152387711,1.458854409,424.761755038,1.316871058,99.90811937453692,90.26747630715766,1,291
12,423.71693482800003,1.452901469,423.251587072,1.313309821,99.89017485076708,90.39221509659029,2,291
19,422.243535084,1.4472862850000001,421.69643865,1.309512637,99.87043106914801,90.48055319614944,3,291
26,420.80603685899996,1.4420124479999998,420.24677922800004,1.305594646,99.86709847720475,90.53976252499037,4,291
33,419.482338298,1.437171792,418.934616934,1.302366039,99.86942921930341,90.62006687367547,5,291
40,418.292099808,1.432962273,417.75110069600004,1.299073283,99.87066475502448,90.65648883276636,6,291
47,417.201522657,1.4290488529999998,416.67144838,1.296089955,99.87294526788298,90.69598651432528,7,291
54,416.340580224,1.426210994,415.82285432199996,1.2937507359999998,99.8756484650808,90.71243605909265,8,291
61,415.438619846,1.422885083,414.95846018,1.2914394919999999,99.88442103284042,90.7620374568225,9,291
68,414.562926601,1.4198168450000002,414.141822963,1.289135672,99.8984222633093,90.79591332782081,10,291
75,413.77110711600005,1.416912451,413.35441291800004,1.286792584,99.8992935488163,90.81666147346179,11,291
82,413.061284743,1.414616847,412.62247492800003,1.284509069,99.8937664140388,90.80261356451949,12,291
89,412.29721442799996,1.4117679719999998,411.87331649400005,1.2824844880000001,99.89718632113778,90.84244106934594,13,291
96,411.614094282,1.409599643,411.105456859,1.280059702,99.87642856985079,90.81016076846439,14,291
103,410.916872466,1.407243066,410.40629206399996,1.277991656,99.87574606052657,90.81527469398807,15,291
110,410.27761480699996,1.40479581,409.7478979,1.276068126,99.87088817720432,90.83655552759656,16,291
117,409.644441684,1.402617528,409.070592086,1.274004065,99.85991519971783,90.83046800481735,17,291
124,409.45855670000003,1.402099696,408.89565883700004,1.2732541179999999,99.86252629141845,90.81052664317815,18,291
131,409.232100305,1.401189387,408.690488785,1.272750657,99.86765175077997,90.83359243285504,19,291
138,409.009494059,1.400692375,408.48768557100004,1.271872454,99.87242142405508,90.80312541859878,20,291
145,408.819700642,1.400018199,408.347558577,1.27151099,99.88451093128374,90.82103296287222,21,291
152,408.575232458,1.3991901070000001,408.13829931699996,1.270814712,99.89305931777326,90.82502124923899,22,291
159,408.32326340599997,1.3983225510000001,407.874120929,1.269922794,99.89000321136409,90.81758662132881,23,291
166,408.136686257,1.3976837350000002,407.702578785,1.269254208,99.89363674312614,90.81125981622729,24,291
173,407.925658638,1.3970355,407.49378152900005,1.268555509,99.89412847663421,90.80338395123101,25,291
180,407.770881501,1.3965527999999998,407.312831571,1.267947247,99.88766977957967,90.79121441022495,26,291
187,407.612443048,1.397084271,407.126300399,1.266855437,99.88073409992964,90.67852693618939,27,291
194,407.037787634,1.394166087,406.50272372,1.265339658,99.86854686954001,90.7596067497803,28,291
201,406.588564776,1.3925918849999999,406.05945823900004,1.263896486,99.86986684259271,90.75857037612998,29,291
208,406.31221244,1.391653401,405.843078098,1.2631719540000002,99.88453845893956,90.76771221141149,30,291
215,406.14686186,1.391136578,405.66220506499997,1.2625251880000001,99.88066957041586,90.75494153241941,31,291
222,405.940953011,1.390535474,405.446241793,1.261830878,99.87813222235143,90.744242170984,32,291
229,405.760728698,1.389970932,405.25896717800003,1.261074425,99.87634054147873,90.7266760741152,33,291
236,405.54777378200004,1.389464122,405.07918156,1.260409901,99.88445449530394,90.71194290254586,34,291
243,405.306411659,1.3884191689999998,404.808863745,1.259709341,99.87724153882407,90.72975720346022,35,291
250,405.101379566,1.38786113,404.579023447,1.258740285,99.87105545788079,90.69641463335743,36,291
