Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,425.27957229500004,1.457698014,425.205037162,1.3152644770000002,99.98247385064893,90.22887212357827,1,291
12,424.26736738799997,1.452766088,424.125618918,1.31329542,99.96658982497931,90.39964732436678,2,291
19,423.04363492199997,1.447821007,422.820682666,1.310523152,99.94729804738911,90.51693169693041,3,291
26,421.92704198499996,1.443533542,421.766982996,1.3080676549999999,99.96206477113984,90.61567445032739,4,291
33,420.969267281,1.43984661,420.762405933,1.306009813,99.95086070074994,90.70478785236713,5,291
40,420.107746702,1.436723376,419.910914792,1.3040218529999998,99.9531472791099,90.76359964508573,6,291
47,419.351198866,1.433870721,419.205251364,1.3024311869999998,99.96519683205993,90.83323677128071,7,291
54,418.65611692100003,1.431422582,418.423481237,1.300372961,99.944432751703,90.84479854880479,8,291
61,418.012914802,1.428992233,417.843683327,1.299107303,99.95951525203948,90.91073226288138,9,291
68,417.46669097700004,1.427068927,417.21421561700004,1.297515969,99.93952203482172,90.92174487518639,10,291
75,416.876369633,1.4248383729999998,416.63167065899995,1.29608839,99.94130178829386,90.96388857573253,11,291
82,416.428539163,1.423338201,416.24356357799996,1.2950661019999998,99.95558047357373,90.98793955576548,12,291
89,415.949883134,1.4216225120000001,415.761962353,1.293794103,99.95482129251147,91.00827343960911,13,291
96,415.50517080000003,1.420012507,415.358627192,1.292881613,99.96473121917643,91.0471989948466,14,291
103,415.09236910699997,1.418598897,414.90660643,1.291571372,99.95524786991396,91.04556437562209,15,291
110,414.701967872,1.4170386910000001,414.508312684,1.2905890089999998,99.95330256352682,91.07648345785357,16,291
117,414.31333435299996,1.4156409820000002,414.11897703700004,1.289591939,99.95308929259942,91.09597386606315,17,291
124,413.977310549,1.414576657,413.84085655800004,1.288749505,99.96703829231149,91.10496052813065,18,291
131,413.62624283499997,1.4131749550000001,413.456946564,1.2877680759999999,99.95907022972247,91.12587733342612,19,291
138,413.287363052,1.412170098,413.092519154,1.286596681,99.9528551038771,91.10776972421067,20,291
145,412.933245865,1.410939988,412.76663242399997,1.285640175,99.95965124080746,91.11940875829795,21,291
152,412.681681596,1.410143248,412.518691541,1.284979326,99.960504654733,91.12402784770133,22,291
159,412.39852649,1.409150773,412.187503581,1.283942814,99.94883034360087,91.11465136314409,23,291
166,412.11006357699995,1.408063225,411.90975441399996,1.283172073,99.9513942558788,91.13028805933058,24,291
173,411.754831211,1.40694513,411.585233583,1.282226441,99.95881101686136,91.13549730258492,25,291
180,411.533910026,1.406152419,411.4127511,1.28139172,99.97055918770037,91.1275124009156,26,291
187,411.28494933,1.405365298,411.067735713,1.280786193,99.94718658746112,91.13546455307451,27,291
194,410.961052211,1.40423552,410.753111844,1.27978809,99.94940144184437,91.13770957737916,28,291
201,410.68957131900004,1.4032724639999998,410.515522509,1.2790317729999998,99.95762034827399,91.14636008420956,29,291
208,410.499627433,1.4026748869999999,410.292658555,1.278269031,99.94958122634745,91.13081319463305,30,291
215,410.26370366699996,1.401890219,410.016896239,1.277468575,99.93984175889948,91.12472272695128,31,291
222,409.93730915,1.4007870610000002,409.75350136,1.276684726,99.95516197577109,91.14052817482442,32,291
229,409.783488247,1.400437647,409.565953773,1.2759320900000002,99.9469147781111,91.10952513546647,33,291
236,409.529659924,1.399302395,409.375878066,1.2754697590000001,99.96244915251596,91.15040205444657,34,291
243,409.304489102,1.3986767690000002,409.124993886,1.274719493,99.95614628698704,91.13753236291865,35,291
