Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,382.36135630999996,1.329071943,383.707991707,1.146581584,100.3521891987192,86.26933929640556,1,285
12,386.57112726599996,1.341547259,387.49408663,1.162469815,100.23875538003256,86.65142485300996,2,285
19,387.534067156,1.3434870170000002,388.453288811,1.1690435879999999,100.2371976383253,87.01562227303606,3,285
26,387.80842013899996,1.343441723,388.63198838899996,1.172271836,100.21236471598651,87.25885283525618,4,285
33,387.635500028,1.34220936,388.38710131100004,1.173752471,100.19389382111434,87.4492836944603,5,285
40,387.09325371700004,1.339871294,387.92780481200003,1.174023923,100.21559432694482,87.62214163832964,6,285
47,386.550987281,1.337591008,387.294062927,1.173722794,100.19223224631422,87.74900451483896,7,285
54,385.845953058,1.334831591,386.518054383,1.172509166,100.17418903053752,87.83948281607609,8,285
61,384.97172870500003,1.331495775,385.710561165,1.171116147,100.19191862802114,87.95492775784437,9,285
68,383.913260986,1.327972178,384.574537179,1.168528424,100.17224624940062,87.99344168187837,10,285
75,382.812768227,1.3239477400000002,383.469230016,1.1660844000000001,100.17148377574772,88.07631636578041,11,285
82,381.58092156,1.319457289,382.239807875,1.163206669,100.17267276160095,88.15796302747924,12,285
89,380.199732301,1.314846332,380.824787488,1.159444109,100.16440179566071,88.18095930924346,13,285
96,378.75023348999997,1.3097092680000002,379.322598873,1.155450941,100.15111947990789,88.22194125299568,14,285
103,377.201233983,1.304237625,377.755159712,1.15159947,100.14685151560903,88.29675267189137,15,285
110,375.42296237,1.2979924809999999,376.01400845,1.147003615,100.15743471743679,88.36750842472718,16,285
117,373.582162038,1.291619087,374.14311162399997,1.141720512,100.15015427474904,88.39452153435079,17,285
124,371.712489728,1.2851590979999998,372.184772754,1.136252696,100.1270560013589,88.4133877096048,18,285
131,369.656784294,1.278089586,370.164009226,1.130662131,100.13721510156206,88.4650139853342,19,285
138,367.514228957,1.2705980319999999,368.043983216,1.124756539,100.14414523772413,88.52182284821926,20,285
