Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,407.553589845,1.3979098920000002,407.123503189,1.256313214,99.89447114030733,89.87082938533207,1,291
12,406.9334884,1.3945370380000002,406.433194461,1.255541016,99.87705756511535,90.03281962310992,2,291
19,406.204735937,1.3913256360000001,405.69116247200003,1.254256205,99.87356782933234,90.14828538672882,3,291
26,405.52279646,1.388487215,404.998021641,1.253274771,99.8705930163283,90.26188771929023,4,291
33,404.961164618,1.385964927,404.24561073999996,1.2520789829999999,99.8233030866861,90.33987502917523,5,291
40,404.16025055,1.3827910429999999,403.57056392,1.2509806570000002,99.854095837184,90.46780157658284,6,291
47,403.42750679799997,1.379856421,403.014342052,1.249793868,99.89758637201533,90.5741966323031,7,291
54,402.940557701,1.378137731,402.48695826200003,1.248984803,99.88742770358289,90.62844553959897,8,291
61,402.463750768,1.376178613,401.928622604,1.247899381,99.86703692867273,90.67859136973814,9,291
68,401.996931926,1.374689953,401.517508528,1.246856682,99.8807395380599,90.70093800270904,10,291
75,401.451282431,1.3724345850000002,400.932375901,1.24570772,99.87074234092422,90.76627284206772,11,291
82,401.009700529,1.370769702,400.4674121,1.2446690440000001,99.86476924915168,90.80074079431324,12,291
89,400.61013731099996,1.3694510910000002,400.051109955,1.243617909,99.86045601348177,90.81141467358908,13,291
96,400.203813496,1.367816036,399.705367222,1.242990607,99.87545189296279,90.8741069182786,14,291
103,399.86466816399997,1.366557789,399.36122308,1.242244036,99.87409613199597,90.90314701649255,15,291
110,399.457853098,1.3651822029999998,399.04335897799996,1.241345586,99.89623583144369,90.9289311911723,16,291
117,399.136764487,1.3637849359999998,398.640062415,1.2405249139999999,99.87555592062826,90.9619164469199,17,291
124,398.861325149,1.363241685,398.333576687,1.239588543,99.86768622859014,90.92947762963982,18,291
131,398.547706038,1.361730871,398.054251389,1.239056646,99.87618680486071,90.99130176068397,19,291
138,398.242657843,1.360554834,397.742774908,1.2382554490000002,99.8744778026273,91.01106534306726,20,291
145,397.968675102,1.359705732,397.44771543400003,1.2372704559999999,99.8690953081002,90.99545783190094,21,291
152,397.67216114900003,1.3586158810000002,397.102375152,1.2362941,99.85671966693526,90.99658831383849,22,291
159,397.447951434,1.357748655,396.94362198299996,1.23615929,99.87310805121012,91.04478103865256,23,291
166,397.142489334,1.356763182,396.66765430199996,1.2353008399999998,99.8804371114266,91.047638702802,24,291
173,396.85356652900003,1.3554691959999998,396.393531271,1.234720701,99.88407934391931,91.09175661414295,25,291
180,396.64626338799997,1.3549466929999998,396.11932727699997,1.2337962130000002,99.86715213033924,91.05865340489822,26,291
187,396.43876887199997,1.3541615759999999,395.93981654,1.233425056,99.87414138798289,91.08403885180095,27,291
194,396.145809635,1.3531453420000001,395.644668689,1.232476442,99.87349583567179,91.08234006691056,28,291
201,396.006721101,1.3525580560000001,395.477617155,1.2321811550000001,99.86639016011422,91.10005663224558,29,291
208,395.79752690099997,1.352094988,395.204794739,1.2312494569999999,99.85024359130263,91.06234901597017,30,291
215,395.571784928,1.351195896,395.029321919,1.230796773,99.86286610176235,91.08943985424894,31,291
222,395.33989166000003,1.350278566,394.829755312,1.230359215,99.87096259224991,91.11891767968714,32,291
229,395.169535486,1.349942983,394.69183960699996,1.2297071039999998,99.87911621820429,91.09326241818022,33,291
236,394.90476284,1.348764128,394.34862288200003,1.2289372129999998,99.85917111913251,91.11579908507174,34,291
243,394.711233932,1.347995818,394.23281177499996,1.228744164,99.87879185696485,91.15341068513612,35,291
250,394.499611215,1.347239886,394.047846145,1.228136093,99.88548402655996,91.15942199769462,36,291
257,394.335132943,1.346789289,393.820348534,1.227397775,99.86945509897683,91.1351007187881,37,291
264,394.177783179,1.346193379,393.676123218,1.226934922,99.87273256322206,91.14106049989718,38,291
271,393.929489218,1.345513593,393.42652757900004,1.2261170890000002,99.87232191222891,91.12632494973244,39,291
278,393.717525928,1.34479076,393.259034169,1.225516031,99.88354804426872,91.13061060889503,40,291
285,393.55668375000005,1.34421221,393.03587838799996,1.224992558,99.86766700109433,91.13089056079919,41,291
292,393.283150944,1.3432057169999998,392.785437356,1.224241621,99.8734465011264,91.14327057319993,42,291
299,393.15479204800005,1.342677633,392.675978875,1.2239899749999998,99.8782125557962,91.16037572363432,43,291
306,392.92573123700004,1.342054361,392.420303999,1.223127643,99.87136825160091,91.13845746819193,44,291
