Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,390.042695542,1.3533527969999999,390.369604484,1.179076387,100.08381363008112,87.12261796138291,1,285
12,393.322542689,1.363006889,393.263957488,1.1911917300000001,99.98510504874716,87.39440274391747,2,285
19,393.313718529,1.362084964,393.17245812,1.193834259,99.96408454565776,87.64756168323726,3,285
26,392.15301281899997,1.357272636,391.986703123,1.1930702819999999,99.95759061117381,87.90203606521393,4,285
33,390.36599121800003,1.350748173,390.224806824,1.1894308519999999,99.96383281403189,88.05718754801528,5,285
40,388.363567532,1.343584294,388.246235583,1.184853341,99.96978811639164,88.18600710734417,6,285
47,386.19102164799995,1.335961411,385.976353077,1.179325777,99.94441388873209,88.27543724614364,7,285
54,383.913087839,1.327970548,383.70888084700005,1.173441838,99.94680905692759,88.36354388787242,8,285
61,381.512448394,1.3195461320000001,381.35775801600005,1.1671217040000001,99.95945338647503,88.4487230644241,9,285
68,379.195505321,1.311530734,378.887876963,1.1601519809999998,99.91887341656658,88.45785698530186,10,285
75,376.63645095,1.302491968,376.449777701,1.1536000670000002,99.95043675445403,88.56868950765,11,285
82,374.155786199,1.293876823,373.90661752,1.1461778870000001,99.93340509803917,88.58477612594194,12,285
89,371.601117945,1.285020282,371.319449893,1.138611029,99.92420150575498,88.60646364490611,13,285
96,368.95931155899996,1.2760579810000001,368.682175023,1.130639631,99.92488696522418,88.60409541218174,14,285
103,366.303730945,1.2665313459999998,366.10804834799995,1.123184052,99.9465791417152,88.68189923188842,15,285
110,363.6353124,1.257557264,363.32475396,1.11460038,99.91459618210611,88.63217699166343,16,285
117,360.893169472,1.2478828260000001,360.65319503399996,1.106789977,99.9335054087194,88.69342168509016,17,285
124,358.113465818,1.237963911,357.893632879,1.098396927,99.93861360714324,88.72608621625643,18,285
131,355.426194119,1.229015242,355.196410177,1.089968247,99.93534974467215,88.68630833465286,19,285
138,352.59449429,1.219192336,352.33690354099997,1.081151641,99.92694419420283,88.6776933446865,20,285
145,349.687716256,1.209056463,349.51176806399997,1.072608316,99.94968419426229,88.71449339417657,21,285
152,346.788642756,1.199112848,346.566551279,1.063221701,99.93595768441695,88.66735960450656,22,285
