Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,393.644012791,1.3665306469999998,394.001023392,1.1747615310000001,100.090693771377,85.96671677865416,1,285
12,398.05759872199997,1.379293062,397.982526454,1.191292158,99.9811403504817,86.36976367245731,2,285
19,399.95774542600003,1.384089393,399.773790154,1.2001700240000002,99.95400632339197,86.71188653491835,3,285
26,400.95120654,1.3864517219999999,400.772731237,1.206343755,99.955487026828,87.00943104313878,4,285
33,401.580745901,1.387872934,401.437053802,1.210416851,99.96421837937532,87.21380908491729,5,285
40,401.98961098,1.388733598,401.883568443,1.213591891,99.97362057772054,87.38838699861283,6,285
47,402.17508312700005,1.388876766,402.094275014,1.215831503,99.97990723036054,87.54063231265832,7,285
54,402.256991438,1.3887059019999999,402.145480942,1.2172862960000002,99.97227879232096,87.65616206043893,8,285
61,402.180919494,1.388175121,402.089689099,1.218154354,99.97731608075419,87.75221047921373,9,285
68,402.026794679,1.38750321,401.905157316,1.2183412770000002,99.96974396617094,87.80817717891983,10,285
75,401.77424133100004,1.386254246,401.667999909,1.218489445,99.97355693544512,87.89797748255191,11,285
82,401.503905078,1.385403124,401.373467953,1.218448422,99.96751286267697,87.94901649146274,12,285
89,401.17515516500004,1.3842325789999999,401.03923794300005,1.217840588,99.96612022946833,87.97947732741524,13,285
96,400.696171494,1.3822238530000002,400.500750459,1.216914201,99.95122962261622,88.04031259906205,14,285
103,400.30560961599997,1.381031606,400.115404636,1.216440721,99.95248505755829,88.08203343899429,15,285
110,399.73249324299996,1.3789769459999999,399.57628876900003,1.21526962,99.96092274792758,88.12834931904656,16,285
117,399.02752408599997,1.376419142,398.87903072800003,1.213637965,99.96278618665715,88.17357503736314,17,285
124,398.383157407,1.374192586,398.217047735,1.212123122,99.95830404249989,88.20620445408225,18,285
131,397.621207669,1.371599794,397.442044125,1.2101130469999999,99.95494114988223,88.22639463009426,19,285
138,396.77564251399997,1.368626865,396.530872609,1.207889957,99.93831024922571,88.25560771087157,20,285
