Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,382.360909576,1.323485393,382.537204856,1.148079467,100.04610703541728,86.74666702573876,1,285
12,387.02310312,1.3383430840000001,386.715955506,1.162617314,99.92063842919869,86.8699011411337,2,285
19,388.629175405,1.342751645,388.37665366500005,1.1700083350000001,99.93502244402089,87.13512579610358,3,285
26,389.695151625,1.345532718,389.33974429799997,1.1752777330000002,99.90879862746098,87.34664845214117,4,285
33,390.123836904,1.3464303579999999,389.835309697,1.178164662,99.926042148747,87.50282961163002,5,285
40,390.448269574,1.347117519,390.13666270600004,1.1804061090000002,99.92019253450913,87.62458303387265,6,285
47,390.65311283399996,1.3475446,390.352361953,1.182221764,99.92301331510758,87.73154996131481,7,285
54,390.755158393,1.347547651,390.502639821,1.183639759,99.93537677837998,87.83657914594963,8,285
61,390.880040142,1.3477735469999998,390.51140742999996,1.1843389830000002,99.90569159994301,87.87373707075736,9,285
68,390.91372634100003,1.347695343,390.546339375,1.185211545,99.9060184022089,87.94358095515064,10,285
75,390.852631125,1.347142141,390.54108563799997,1.186194921,99.9202908047201,88.05269205812782,11,285
82,390.751562989,1.3467186389999999,390.46668054099996,1.1863815279999999,99.92709371503959,88.09423836896936,12,285
89,390.713350371,1.346506861,390.36375336099997,1.186572113,99.91052340298378,88.12224782269416,13,285
96,390.539401333,1.345917791,390.19612729899995,1.186467161,99.91210258610825,88.15301862667778,14,285
103,390.268747602,1.344737106,389.93410955,1.185986795,99.91425445822753,88.19469543216427,15,285
110,390.011955851,1.3436428889999998,389.586088144,1.185488784,99.89080649949031,88.22945394979871,16,285
117,389.73532588499995,1.342592409,389.36353892,1.185312075,99.90460526918987,88.28532524497535,17,285
124,389.445578457,1.341639533,389.062665983,1.1847750119999998,99.90167753976894,88.30799800232182,18,285
131,389.065685815,1.340253422,388.67128755199997,1.1840000709999998,99.8986293889748,88.34150702881026,19,285
138,388.787690803,1.339162009,388.401746887,1.183352843,99.90073144671766,88.36517426921718,20,285
145,388.39375307499995,1.3377191419999999,388.039930688,1.182643654,99.90890111280147,88.40747036271385,21,285
