Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,441.48456465099997,1.517712272,442.171663751,1.3622722390000002,100.1556337763571,89.75826736940294,1,291
12,439.949547499,1.510484544,440.49424593500004,1.358950046,100.12380929565595,89.96782200771727,2,291
19,438.200723464,1.503856592,438.67068138900004,1.354676164,100.10724718144803,90.08014269488271,3,291
26,436.576793472,1.497625925,436.97220562499996,1.350618696,100.0905710424632,90.18398209152262,4,291
33,434.9222418,1.4912659689999999,435.36916062200004,1.347201641,100.10275832759217,90.33946116958566,5,291
40,433.52271352900004,1.486090363,433.94096534700003,1.343691736,100.09647748663393,90.41790253504254,6,291
47,432.439466003,1.482231461,432.817241815,1.341251264,100.0873592356155,90.488651691087,7,291
54,430.941778352,1.476821473,431.34158227700004,1.337378735,100.09277446399581,90.55791505274246,8,291
61,429.503591772,1.471561828,429.963931017,1.333876358,100.10717937028204,90.64358239115727,9,291
68,428.291218373,1.467255593,428.69136567,1.330554614,100.09342878859857,90.68321977083103,10,291
75,427.170972173,1.463345594,427.562375008,1.32749406,100.09162673975925,90.71637386568028,11,291
82,426.04860581400004,1.4593128409999998,426.481805241,1.324672376,100.10167840501963,90.77370792490684,12,291
89,424.89364342899995,1.455191713,425.269818628,1.321476087,100.0885339672216,90.81113335064738,13,291
96,423.94665218899996,1.452148909,424.391046881,1.318805558,100.10482325776262,90.81751532686653,14,291
103,422.76136440799996,1.447798077,423.152120254,1.315507254,100.09242941264209,90.86261923526507,15,291
110,421.83149824500003,1.44454156,422.313857396,1.3132424950000001,100.11434877504568,90.91067584099139,16,291
117,420.679353481,1.440945643,421.09668822000003,1.309233403,100.09920494922004,90.85931931993079,17,291
124,419.739745703,1.437172408,420.247534233,1.307257116,100.12097699472076,90.96035442394884,18,291
131,418.86619805,1.434218419,419.258705523,1.304422145,100.093707125289,90.95003436850995,19,291
138,417.862989185,1.430712601,418.299500077,1.3016056710000001,100.10446268353448,90.9760401977476,20,291
145,416.95777948,1.4275744670000001,417.386981515,1.298717384,100.10293656962949,90.97370498151392,21,291
152,416.06374573999994,1.424426446,416.50960342,1.296330196,100.1071609061268,91.00716991321572,22,291
159,415.21283505599996,1.4214001520000001,415.66869269700004,1.2939147420000001,100.10978890884685,91.03099786357699,23,291
166,414.339880169,1.41832061,414.747953338,1.291226032,100.0984875433264,91.03907980297909,24,291
173,413.524061631,1.415466618,413.945104759,1.288771447,100.10181828992957,91.0492293220581,25,291
180,412.64524050200004,1.412503586,413.052910162,1.28608537,100.098794223218,91.05006052706757,26,291
187,411.762819938,1.409461412,412.161827556,1.283333861,100.09690229391282,91.05136544170959,27,291
194,410.94297238300004,1.40685877,411.362156239,1.280772387,100.10200535942231,91.03773700042402,28,291
201,409.992710842,1.4034161440000001,410.48015084499997,1.278144129,100.11888991928635,91.07377982392654,29,291
208,409.204484008,1.400558299,409.596582888,1.275586417,100.09581979067275,91.0769953604052,30,291
215,408.328619737,1.3976613390000001,408.78716211700004,1.273006555,100.11229738936629,91.08118823053456,31,291
222,407.44799062299995,1.394461876,407.89901603,1.270462298,100.11069520954328,91.10771114405138,32,291
229,406.593203299,1.3915062470000001,406.978744402,1.2676728080000002,100.094822318689,91.10076298493254,33,291
236,405.71078824399996,1.388430618,406.14685112300003,1.265096719,100.10748121362201,91.11702829071436,34,291
243,404.880737067,1.385509031,405.264166489,1.262387767,100.0947018188066,91.11364406544963,35,291
250,404.00904380500003,1.382466916,404.44053956899995,1.259847825,100.10680349131198,91.13041407495064,36,291
257,403.124736419,1.379458027,403.52790317,1.256935899,100.10001042222846,91.11809670161134,37,291
264,402.11276484800004,1.375964548,402.58428481,1.254074374,100.11726063015635,91.14147423513414,38,291
271,401.181683262,1.372861197,401.608982153,1.251007152,100.1065100698331,91.1240812060041,39,291
278,400.3250284,1.36992202,400.718549961,1.248235833,100.09830051410296,91.11729096813848,40,291
285,399.314794027,1.366330658,399.787437431,1.245367201,100.11836360963076,91.14683870322699,41,291
292,398.26738041100003,1.36288904,398.671693276,1.241758583,100.10151794620556,91.11222898967623,42,291
299,397.233098453,1.359267182,397.633205128,1.2385704229999999,100.1007233980648,91.12045368281392,43,291
