Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,399.94843952499997,1.38109022,399.930976166,1.220074862,99.99563359741552,88.34143087335742,1,288
12,404.09571186,1.3939478840000001,403.779899687,1.234655582,99.9218471852754,88.57257837051245,2,288
19,405.16167875800005,1.396886848,404.722174262,1.239920392,99.89152367584533,88.76312306721638,3,288
26,405.365098902,1.397003754,404.92731915599995,1.242878888,99.89200359202461,88.96746944604129,4,288
33,404.939426651,1.395329447,404.405524215,1.242571098,99.86815251841107,89.0521661871012,5,288
40,404.35052863299995,1.393096221,403.876655858,1.24199527,99.88280644108417,89.15358833637954,6,288
47,403.748565295,1.3906788490000002,403.228032577,1.241068525,99.87107502967358,89.24192137476018,7,288
54,403.10322076700004,1.388490805,402.573376682,1.239953975,99.86855870712422,89.30228205580374,8,288
61,402.294372423,1.386000954,401.68464229899996,1.237673379,99.84843682492308,89.29816212810486,9,288
68,401.512013743,1.383119554,403.52502693400004,1.246825575,100.50135814672996,90.14590035938424,10,288
75,401.88181232799997,1.384772548,401.24214635100003,1.237541792,99.8408323150295,89.36787444171662,11,288
82,400.841504117,1.380851301,400.191610175,1.235151299,99.83786760220062,89.44853787699766,12,288
89,399.761001945,1.377088378,399.107702498,1.231935536,99.83657749409737,89.45943889158289,13,288
96,398.763745375,1.373667714,398.04248734199996,1.228914141,99.81912647742794,89.46225702732066,14,288
103,397.80250475400004,1.370345814,397.160094127,1.2265324420000001,99.83851016036279,89.50532263237899,15,288
110,396.876073355,1.36703558,396.214777998,1.223883564,99.83337484887669,89.52828894182842,16,288
117,395.87338520199995,1.36357262,395.31180926,1.221273362,99.8581425367322,89.564233256605,17,288
