Cycle,Charge Capacity (mAh),Charge Energy (Wh),Discharge Capacity (mAh),Discharge Energy (Wh),Coulombic Efficiency,Energy Efficiency,Loop Number,Temperature (K)
5,421.952071859,1.452223125,422.06892406400004,1.301786155,100.02769324119805,89.64091898756949,1,291
12,421.52576339,1.449608366,421.615038392,1.3012503260000001,100.0211790143696,89.76564681332697,2,291
19,420.888736936,1.446886753,420.88558874700004,1.2998245929999999,99.99925201395912,89.83595919341448,3,291
26,420.20882393899996,1.444228913,420.239496355,1.298398205,100.00729932696619,89.90252122171717,4,291
33,419.603596228,1.441868855,419.602643299,1.297224693,99.9997728977996,89.96828584663477,5,291
40,419.02416389499996,1.439747013,419.01704295800005,1.2959112270000002,99.99830059036842,90.00964859095006,6,291
47,418.553219604,1.437990113,418.555168067,1.294955974,100.0004655233573,90.05319037266567,7,291
54,418.022375177,1.436024725,418.04514691599996,1.2936556730000002,100.00544749285018,90.08589131360534,8,291
61,417.66352981,1.434659922,417.692858494,1.2930372049999999,100.00702208402379,90.12848168208603,9,291
68,417.296922057,1.433354936,417.25435363099996,1.29197188,99.98979900791258,90.13621452376957,10,291
75,416.918749229,1.4319630879999998,416.903340598,1.2911830279999998,99.99630416453361,90.16873680755101,11,291
82,416.59620422899997,1.430834226,416.576146691,1.290313386,99.99518537667979,90.17909709968036,12,291
89,416.327516371,1.429876869,416.32243981,1.28969221,99.99878063284304,90.19603281658512,13,291
96,416.05227179900004,1.4288379880000002,416.04268577700003,1.289150798,99.99769595729917,90.22372087156462,14,291
103,415.790354709,1.427947058,415.797183158,1.2884639850000001,100.00164228172268,90.23191565691788,15,291
110,415.547907495,1.426978297,415.569282246,1.287974515,100.00514375132555,90.25887203104392,16,291
117,415.29947705200004,1.426066369,415.325837692,1.287435068,100.00634738097602,90.27876233437773,17,291
124,415.126642769,1.425515815,415.13145406800004,1.286853081,100.00115899547374,90.27280283102296,18,291
131,414.87898375099996,1.4245119609999999,414.94044269,1.286448171,100.01481370264756,90.30799363010755,19,291
138,414.613623846,1.4237057180000001,414.652128128,1.2855456559999998,100.00928678648879,90.29574298584082,20,291
145,414.52238379700003,1.423359375,414.522757898,1.28519,100.0000902486849,90.2927273725232,21,291
152,414.367468055,1.422861467,414.360201626,1.284776154,99.99824638043278,90.29523841901892,22,291
159,414.20707856599995,1.4223161679999998,414.199107466,1.284278254,99.99807557610373,90.29485025160736,23,291
166,414.063159918,1.4216979809999999,414.082805108,1.284017499,100.00474449115538,90.31577143387672,24,291
173,413.865672355,1.421084553,413.90617068899996,1.283539084,100.00978538127347,90.32109182316896,25,291
180,413.718666936,1.420569727,413.7818673,1.282909229,100.01527616930319,90.30948672328,26,291
187,413.586942368,1.4200305359999998,413.59684848399996,1.282770663,100.00239517136184,90.33401961998374,27,291
194,413.41710373,1.419484383,413.427587139,1.2822000329999999,100.00253579469873,90.32857623203594,28,291
201,413.28298773200004,1.419063854,413.289762559,1.281748422,100.0016392707179,90.32351986043892,29,291
208,413.217581416,1.4188946859999998,413.232230111,1.281570677,100.00354503188123,90.32176169556816,30,291
215,413.03072028,1.418222815,413.011651405,1.281014285,99.99538318239692,90.32531922707786,31,291
222,412.90940321,1.417757516,412.871506399,1.280537091,99.99082200339701,90.32130505735934,32,291
229,412.799836438,1.417464632,412.760390832,1.2801913569999999,99.99044437460527,90.31557670639643,33,291
236,412.609461698,1.416738649,412.617528869,1.279776001,100.00195515899388,90.33253959037015,34,291
243,412.462541476,1.416179504,412.500589445,1.279463542,100.00922458773198,90.34614174164746,35,291
